POINT_ID,Depth,BD 0-20,pH_CaCl2,EC,OC,P,N,K,Clay,erosion_by_water
30283550,0-20 cm,0.289,3.9,8.07,265.7,10.5,15,88.2,13.0,
27022016,0-20 cm,1.393,6.4,7.05,6.4,,0.5,57.7,16.0,3.4262174608557e-07
26581768,0-20 cm,,6.9,19.44,28.2,40.3,3,448.1,25.0,0.200000464916229
27021938,20-30 cm,1.506,,,,,,,3.0,0.0
27182008,0-10 cm,,6.8,14.61,16.1,< LOD,1.4,201.1,45.0,0.0750019326806068
27842206,0-10 cm,,4.0,12.4,43.6,< LOD,2.8,24.4,14.0,0.0250015929341316
31003478,0-20 cm,0.188,3.4,7.81,528.7,23.6,19.4,249.2,,0.0249999985098839
28302282,0-20 cm,1.106,4.0,9.11,64.6,15.5,5,73,3.0,
27361846,0-10 cm,,7.2,13.46,10.3,22.5,0.9,303.2,49.0,2.4726357460022
31783686,0-20 cm,1.085,4.3,23.4,40.1,< LOD,2.6,90.4,,
27401840,0-20 cm,1.028,7.2,15.75,13.8,< LOD,1,234.8,34.0,
27461842,0-10 cm,,6.2,5.83,9.7,52.7,0.7,140,47.0,5.22855997085571
28322234,0-10 cm,,4.3,3.73,40.7,< LOD,2.9,34,9.0,0.0249999985098839
31523558,0-20 cm,0.383,3.3,24.2,504.6,18.1,16.3,236.4,,
28982458,,0.86,,,,,,,24.0,0.0249999985098839
28982444,,0.857,,,,,,,18.0,0.0249999985098839
28502212,0-10 cm,,4.2,3.53,41.8,< LOD,2.4,37.4,5.0,
28682284,0-20 cm,,4.7,16.71,55.4,114.2,4.1,224.2,6.0,0.0
29002384,0-20 cm,,4.7,78.2,108.6,18.7,10.4,361.2,10.0,0.0750002488493919
28442038,,1.153,,,,,,,8.0,0.175003558397293
32243654,0-20 cm,0.392,4.8,25.8,173.6,32.4,12.4,115.6,10.0,
29342332,0-20 cm,,4.3,20.1,29.4,< LOD,3.2,103,22.0,0.214786320924759
29482396,0-10 cm,,3.4,14.26,180.4,< LOD,8.5,106.7,10.0,2.92662668228149
29042168,0-10 cm,,4.0,4.42,91.6,16.1,6.4,48.7,18.0,0.0
28722000,0-10 cm,,5.0,3.63,12.4,< LOD,1.8,87.1,10.0,28.8877391815186
29042132,0-20 cm,1.331,4.1,13.21,12.2,< LOD,1.3,96.9,9.0,
28661894,0-10 cm,,5.4,4.58,9.6,< LOD,1,177.4,15.0,6.46092700958252
29622346,0-20 cm,,4.7,9.07,79.1,< LOD,6,80.1,13.0,0.0
32563608,,0.766,,,,,,,22.0,0.0
29862388,0-20 cm,,4.6,38.7,49.5,14.6,5,206.5,12.0,1.42093324661255
29061990,0-10 cm,,6.5,69.1,14,14.6,1.5,117.1,9.0,4.51598253903285e-07
29582204,0-20 cm,,4.3,3.2,22.2,< LOD,1.9,68.2,7.0,0.0499999970197678
28721752,0-20 cm,,7.6,15.58,6.2,< LOD,0.9,542.4,50.0,53.0902671813965
29361938,0-10 cm,,4.7,3.61,17.5,< LOD,1.9,84.6,10.0,0.864837110042572
30202338,0-20 cm,0.597,5.3,44.0,78,< LOD,7.1,152.2,18.0,
28901658,0-20 cm,,7.6,23.8,4,25.5,0.5,214.5,14.0,2.2375636100769
29521930,0-10 cm,,6.6,25.1,15.7,< LOD,1.8,87.6,15.0,0.0749999955296516
30202274,0-20 cm,1.189,7.3,40.1,11.1,50.6,1.6,189.7,17.0,
29581942,0-10 cm,,5.0,5.17,13.2,13.9,1.5,42.8,5.0,2.4699969291687
29541908,0-20 cm,1.226,7.4,16.7,9.1,21,1.1,383.8,25.0,
30122158,0-20 cm,,5.3,3.31,4.9,20.1,0.5,100,20.0,1.32464219859685e-06
30122154,0-10 cm,,6.0,6.38,4.3,< LOD,0.6,194.9,11.0,0.347880154848099
29261662,0-10 cm,,7.7,22.6,16.4,< LOD,1.2,435.3,42.0,0.536861956119537
30342234,0-20 cm,1.327,7.3,23.9,13.1,10.4,1.1,67.5,7.0,
30362232,0-10 cm,,7.0,15.91,6,11.2,0.9,181.4,15.0,3.12405490875244
30222150,0-10 cm,,6.2,3.41,3.7,13.8,0.4,132.6,24.0,0.357295632362366
30242156,0-10 cm,,4.8,4.84,2.4,27.7,0.4,118.9,7.0,0.859164476394653
30342192,0-10 cm,,7.6,13.01,5.6,< LOD,0.9,135.6,24.0,6.61590385437012
30442240,0-10 cm,,5.9,6.45,4,15.3,0.6,120.8,10.0,2.01410317420959
29761880,0-10 cm,,5.7,4.49,14.6,< LOD,1.8,56.8,19.0,0.0499999970197678
30142056,0-20 cm,,5.0,14.55,6.7,< LOD,0.9,84.9,5.0,0.0500000193715096
30302136,0-10 cm,,7.3,13.62,8.7,< LOD,0.9,137.3,22.0,3.39226102828979
29461660,0-20 cm,1.176,7.5,19.03,44.8,< LOD,2.8,421.8,28.0,
30502200,0-10 cm,,7.4,15.22,10.4,45.8,1.4,353,22.0,0.336892932653427
29941888,0-10 cm,,6.4,9.15,13.3,< LOD,1.7,82.7,16.0,0.0499999970197678
30682278,0-10 cm,,6.9,13.21,17.6,< LOD,2.2,376.8,29.0,0.34539732336998
29761754,0-10 cm,,7.3,17.35,14.7,25.6,1.4,452.3,35.0,25.3748359680176
29741732,0-10 cm,,7.5,16.62,18,39.8,1.4,139.1,29.0,17.6695747375488
30522156,0-10 cm,,5.4,5.6,15.1,29.9,1.4,161.7,17.0,0.631781756877899
30562176,0-10 cm,,7.4,53.3,10.3,12.7,1.3,226.3,22.0,0.446102887392044
30382072,0-20 cm,,4.4,2.02,54.7,20.6,5.1,57.5,8.0,0.100001513957977
30562152,0-20 cm,,5.1,3.46,2.7,14.1,0.3,95,12.0,0.432785391807556
30081890,0-10 cm,,5.3,3.85,11.1,< LOD,1.5,91.4,11.0,0.0499999970197678
30121906,0-10 cm,,5.1,13.07,12.4,< LOD,1.5,60.3,14.0,0.0249999985098839
30822264,0-10 cm,,5.8,4.47,20.4,< LOD,2,125.6,13.0,0.0
30742212,0-10 cm,,7.5,11.2,7.4,< LOD,1,124,20.0,1.70226871967316
30702180,0-10 cm,,7.4,14.01,18.8,36.6,2.3,321.7,26.0,1.19567787647247
30742170,0-20 cm,,7.4,11.86,4.4,15,0.5,156.7,15.0,1.04927694797516
30782188,0-10 cm,,7.4,23.8,22.9,37.1,2,381.6,22.0,0.629237830638885
30802190,0-10 cm,,7.2,26.3,19.5,81.3,2.3,744.3,20.0,0.299999982118607
30041718,0-20 cm,,7.7,19.53,7.2,27,1,624.4,35.0,0.587430596351624
31162316,0-20 cm,1.284,4.4,11.14,19.5,12,2,53.1,20.0,
30842132,0-20 cm,,6.6,7.34,3.7,< LOD,0.4,90.9,5.0,1.07064867019653
31002206,0-10 cm,,7.2,10.61,8.5,19.3,1,249.6,14.0,0.299999982118607
31022194,0-20 cm,,7.6,34.7,15.3,31.1,1.6,224.3,18.0,4.10091543197632
31042188,0-10 cm,,7.5,27.9,16.1,36.1,2.2,735,29.0,0.526677787303925
33903630,0-20 cm,0.193,3.7,38.59,536.9,59.1,23,401.3,,0.0249999985098839
31322314,0-10 cm,,6.7,13.61,43.5,10.4,4.6,193.7,26.0,0.0
30922090,0-20 cm,,4.6,3.72,4,26.3,0.5,85.1,10.0,2.50230526924133
30381762,0-20 cm,,7.7,18.33,11.3,< LOD,1.1,427.1,37.0,22.6014404296875
31382312,0-10 cm,,6.7,15.72,42.6,10.7,4.1,163.6,21.0,
30481762,0-10 cm,,7.7,19.29,12,< LOD,1.1,628.9,39.0,45.057243347168
31382262,,1.52,,,,,,,24.0,0.799092531204224
30421688,0-10 cm,,7.6,21.0,13.3,14,1.6,270.4,28.0,0.236664056777954
34483786,0-20 cm,,4.8,9.93,66.2,14.5,6,141.6,18.0,
33343208,0-20 cm,1.354,7.2,20.43,17.6,24.8,2.1,186,6.0,
31382090,0-10 cm,,5.3,47.6,61.4,16,5.4,107.7,16.0,0.0
31742280,0-20 cm,,6.9,9.69,5.5,17.3,0.6,66.9,12.0,0.0499999970197678
30721674,0-10 cm,,7.5,15.91,14.7,33.3,1.7,164.1,27.0,0.242306768894196
34503730,0-20 cm,,5.1,33.8,46.9,70.2,4.1,592.7,23.0,0.0
34523724,0-20 cm,0.909,6.2,23.28,53.7,< LOD,3,121,22.0,
34563700,0-20 cm,1.057,4.8,18.9,28.3,28.5,2.7,88.4,,0.0250011086463928
33002856,0-10 cm,,6.5,13.44,19.9,22.7,2.1,213.4,22.0,1.64852025363871e-07
31982268,0-20 cm,,7.6,22.4,26.2,< LOD,2.3,268.5,17.0,0.0750003680586815
31141750,0-20 cm,,7.7,123.4,13.9,17.4,1.3,513.6,30.0,0.125004023313522
33863294,0-20 cm,0.354,3.5,21.72,228.7,52.1,13.7,154.1,,0.0249999985098839
31702088,0-20 cm,1.34,6.1,18.73,20.1,< LOD,2.1,100.5,,0.0
34703724,0-20 cm,,4.4,20.51,74.6,15.9,4.7,123.7,27.0,0.0
33803256,0-20 cm,,4.5,22.9,45.4,12.1,3.8,78.4,20.0,
31822122,0-20 cm,1.261,6.3,25.0,17.1,< LOD,1.8,95,,1.66033100867935e-06
31441882,0-20 cm,0.911,7.5,16.66,12.3,19.3,1.4,382.9,22.0,
33142852,0-20 cm,,4.8,11.02,29.4,22.5,3,96.1,23.0,19.1386070251465
32002180,,1.195,,,,,,,32.0,0.324658215045929
34623626,0-20 cm,0.169,3.9,41.64,501.3,74.4,22.1,224,,7.08447998931661e-07
35203908,0-20 cm,0.67,3.7,167.9,420.8,82.8,22.6,414,,0.0
31381772,0-10 cm,,7.4,16.86,19.5,11.8,1.4,279,23.0,0.15000031888485
31842046,0-20 cm,,6.8,16.71,7,20.5,0.8,202,23.0,0.636847317218781
31341710,0-20 cm,,7.5,15.08,14.4,20.9,1.4,138.9,31.0,8.0656681060791
32222236,0-10 cm,,5.5,9.63,30.7,< LOD,1.7,115.4,17.0,0.0
31621846,0-10 cm,,7.3,16.31,20.7,< LOD,2.1,327.8,20.0,1.44598948281782e-06
32342286,0-20 cm,,7.3,18.56,14.7,30.4,1.7,169,29.0,3.87874388694763
33422880,0-20 cm,1.218,5.0,7.75,26.7,26,2.7,112.2,18.0,
31581774,0-10 cm,,7.5,22.0,43.4,13.8,1.8,444.4,23.0,0.0750067681074142
32042062,0-20 cm,,6.9,12.84,12.7,24.9,1.3,240.6,14.0,19.0186767578125
31801858,0-20 cm,,7.7,17.04,10.8,18,1.1,469.6,40.0,11.2429313659668
32402210,0-20 cm,,5.4,5.97,33.9,45.6,3.4,314.9,27.0,0.0249999985098839
32522262,0-10 cm,,6.8,26.1,70.5,< LOD,5.4,421.3,15.0,0.100002929568291
32462208,0-10 cm,,6.2,7.86,30.8,< LOD,2.8,131,20.0,0.0
32482188,0-10 cm,,4.1,8.77,51.7,12.9,2.5,147,11.0,0.0
31981858,0-20 cm,,7.6,15.25,8.9,< LOD,1.3,303,33.0,0.075002558529377
33722906,0-10 cm,,6.1,28.34,19.3,133.9,2.4,512.1,12.0,9.56533241271973
32241952,0-20 cm,,7.4,16.12,5.5,24,1,330.7,33.0,1.47695636749268
32602178,0-10 cm,,3.9,18.17,79,15.4,3.4,143.8,9.0,0.0
32582164,0-10 cm,,7.1,15.57,57.6,< LOD,4.6,418.3,29.0,0.0500002503395081
32261948,0-10 cm,,7.6,15.69,16,20.2,1.1,284.2,33.0,3.7042350769043
32382024,0-20 cm,1.495,7.2,13.84,18,< LOD,1.6,158.6,14.0,
32341984,0-20 cm,,7.6,237.0,10.9,< LOD,0.8,131.3,3.0,3.99200940132141
32121800,,,,,,,,,19.0,0.0750016570091248
32461996,0-10 cm,,7.5,123.6,14.6,12.7,0.6,107.9,18.0,10.0839233398438
32502018,0-20 cm,1.451,7.7,20.4,13.9,< LOD,1.2,206.6,22.0,
32582066,0-20 cm,,7.5,14.01,73,< LOD,2.2,415.4,26.0,2.71710746346798e-07
32822198,0-10 cm,,4.7,22.1,43.8,12.8,3.3,171.3,14.0,0.0
32401912,0-20 cm,,7.5,27.5,9.8,10,1,267,28.0,1.31741261482239
33962884,0-10 cm,,6.2,13.27,15.3,104.7,1.7,288.3,13.0,0.161822870373726
32561992,0-10 cm,,7.5,17.58,14.7,14.8,1.2,484.8,26.0,5.77291584014893
32902202,0-10 cm,,6.8,23.4,56.9,< LOD,4.1,139,18.0,0.0249999985098839
32922214,0-10 cm,,7.3,13.73,15.4,< LOD,1.5,67.9,26.0,9.52634024997678e-07
32862174,0-10 cm,,5.8,10.31,43.8,< LOD,3.4,159.7,12.0,0.0500030219554901
32461888,0-20 cm,,7.0,12.11,10,< LOD,1.1,274,19.0,0.299999982118607
32902170,0-10 cm,,7.4,14.12,9.9,31.3,1.5,237.6,26.0,1.44339346885681
32401810,0-20 cm,1.217,7.5,19.44,72.7,< LOD,2.6,175.5,,1.98052916289271e-07
32942156,,1.503,,,,,,,5.0,1.02256286144257
32721996,0-10 cm,,7.4,32.5,22.5,15.8,1.9,413.7,38.0,2.98692941665649
33022188,0-10 cm,,7.3,15.44,46.9,< LOD,5.2,111,27.0,1.23784445804631e-06
35883900,0-10 cm,,4.6,11.15,50.8,46.5,4.4,112.8,16.0,0.49855250120163
35223528,0-20 cm,0.016,3.2,21.6,422.9,46.3,16.8,260.7,,1.53121447965532e-06
33002136,0-20 cm,,7.6,18.02,7.5,16.3,1.3,175.1,36.0,7.54733657836914
32721928,0-10 cm,,7.5,15.02,7.5,16.1,0.9,331.3,29.0,
33182230,0-20 cm,1.226,7.6,30.4,12.6,26.4,1.7,658.1,58.0,
34082784,0-20 cm,1.414,4.8,5.28,24.6,< LOD,2.2,86.4,21.0,
33022080,0-10 cm,,7.3,14.35,42.7,< LOD,3.3,862.8,39.0,0.0
32821942,0-20 cm,,7.3,13.72,10.9,< LOD,1.2,348.6,36.0,0.250001579523087
34162756,0-10 cm,,6.1,11.81,15.8,11,1.6,133.5,15.0,1.78996801376343
32921902,0-10 cm,,7.2,15.92,10.4,13.3,1.1,344.1,32.0,0.738541960716248
33262130,0-10 cm,,7.3,17.92,16.6,18.3,1.6,279,31.0,0.025001522153616
33502280,0-10 cm,,5.2,11.92,82.8,< LOD,5,290.5,49.0,0.0749999955296516
35503514,0-10 cm,,4.6,16.41,92,22,7.7,188.1,26.0,8.24735213456051e-09
32941850,0-10 cm,,7.6,13.92,21.5,22.5,0.6,291.9,20.0,0.672646462917328
33642312,,0.664,,,,,,,29.0,0.0499999970197678
33542240,0-10 cm,,7.3,21.0,14.9,34.8,1.8,256.2,27.0,3.95684123039246
32901744,0-20 cm,,7.7,18.84,15.9,46.1,1.7,1092.2,22.0,0.299999982118607
33061854,0-10 cm,,7.5,18.61,13.6,34,1.6,134.3,23.0,1.46418642997742
33041814,0-10 cm,,7.6,15.83,12.8,37.7,0.7,176.8,18.0,2.05369257926941
33101854,0-10 cm,,7.5,29.0,19.5,38.1,1.5,431.4,21.0,1.46276700496674
35663500,0-20 cm,,5.7,18.85,59.9,70.4,5.8,358.1,27.0,1.01025152687839e-08
33422026,0-20 cm,1.178,7.3,29.0,20.1,56,2.5,1188.3,,0.0
33442040,0-20 cm,,6.9,11.03,6.3,12.7,0.8,108.5,16.0,1.01523653484037e-06
35303270,0-20 cm,,7.3,17.56,24.1,30.6,2.5,279,27.0,0.303205400705338
33241858,0-10 cm,,7.7,16.28,10.9,19.5,1.2,179.2,25.0,1.5328106880188
33221838,0-10 cm,,7.4,17.25,19.1,14,1.6,192.8,22.0,0.347182154655457
35743470,0-20 cm,,5.5,16.07,39.6,< LOD,3.6,95.9,27.0,0.0
33682088,,1.398,,,,,,,15.0,68.057258605957
35663410,0-20 cm,1.287,6.4,16.05,29.8,19.3,2.6,128.5,46.0,
33341814,0-10 cm,,7.4,16.73,13.8,75.6,0.9,287.3,20.0,0.124999992549419
33401850,0-10 cm,,7.3,15.99,28.4,< LOD,2.6,361,23.0,0.100000396370888
35062950,0-10 cm,,5.0,9.47,38.1,51,3.9,112.9,18.0,0.0523307397961617
33441780,0-10 cm,,7.7,15.77,22.3,10.1,1.1,210.2,25.0,0.0250013805925846
33341696,0-20 cm,,7.6,105.5,6.9,59.5,1.2,426.1,24.0,0.200006052851677
35102926,0-20 cm,,5.6,12.07,28.8,128,3.3,350.9,24.0,0.116885155439377
35042884,0-10 cm,,6.1,5.86,21.5,31.7,2.3,109.8,14.0,0.100000090897083
33581802,0-10 cm,,7.6,12.98,13.9,< LOD,0.5,152.9,20.0,0.050000999122858
33781948,0-20 cm,1.334,7.4,237.0,6.9,,0.5,106.8,22.0,0.0499999970197678
33601804,0-10 cm,,7.4,17.54,21.6,< LOD,1.6,152.7,17.0,0.0750024691224098
35222956,0-20 cm,,5.5,32.53,24.4,54.7,2.9,482.4,21.0,0.0249999985098839
35603202,0-20 cm,8.666,5.7,7.82,13.6,30.7,1.5,254.9,,0.0250013060867786
33561702,0-20 cm,,7.7,50.4,12,43.8,1.2,526.4,40.0,1.30296421051025
33961984,0-20 cm,,7.8,16.39,5,< LOD,0.8,98,19.0,0.0
33941964,0-20 cm,,7.7,19.67,12.5,10.9,1.3,285,30.0,3.07472491264343
36043406,0-20 cm,,5.6,12.95,18.7,87.2,2,156.9,16.0,0.300534725189209
35943316,0-20 cm,,6.0,15.43,31.9,16.6,3.4,140.3,31.0,0.475168198347092
35382858,0-10 cm,,5.8,20.43,27.9,65,3.1,517.5,15.0,0.504615545272827
34201972,0-20 cm,,6.9,38.0,72.7,54.1,6.9,655.2,12.0,0.732168674468994
34221974,0-10 cm,,7.1,36.4,44.2,< LOD,4.5,317.7,11.0,2.15166460293403e-06
34181898,0-10 cm,,7.4,35.4,17.3,76.7,1.3,206.1,16.0,0.174999997019768
36463488,0-10 cm,,6.2,22.19,15,23.9,1.7,163.1,21.0,0.314516603946686
34862308,0-20 cm,,4.8,37.35,12.7,54.9,1.6,266.5,22.0,3.11902856826782
34381904,0-10 cm,,7.6,38.8,20.3,67.2,2,1115.9,36.0,0.175001084804535
35762944,0-20 cm,1.029,7.2,18.6,15.9,34.8,1.7,189.9,22.0,
34762150,0-20 cm,,7.2,17.53,10.8,26.4,1.8,78.9,28.0,2.71100759506226
34561990,0-10 cm,,6.3,53.6,308.3,39.3,17.9,706.8,16.0,0.200005754828453
34982298,0-20 cm,,5.6,10.18,18.8,43,2.1,306,27.0,14.1270961761475
35702806,0-10 cm,,6.7,11.31,17,29.9,1.9,77.5,8.0,0.0249999985098839
35562696,0-10 cm,,7.4,25.75,44.5,75,4.3,1095,32.0,0.400215983390808
35682776,,1.029,,,,,,,8.0,0.250959694385529
35562670,,0.882,,,,,,,24.0,0.33377742767334
36303142,0-20 cm,,5.2,9.19,20.7,13.1,2.1,72.3,16.0,0.0
35002106,0-10 cm,,7.5,21.5,11.6,14.4,1.6,297.6,31.0,1.57132887840271
35602558,0-20 cm,1.023,7.0,21.0,62.8,< LOD,4.7,282,32.0,
35422410,0-20 cm,,6.9,25.98,7.2,79.3,1,120.4,11.0,28.8179607391357
35062104,0-20 cm,,7.3,17.08,12,21.8,1.5,224.1,27.0,22.5972557067871
35021982,0-10 cm,,6.9,15.61,13.5,20,1.3,486.6,41.0,0.125002294778824
36002704,,1.438,,,,,,,27.0,8.03403091430664
35482240,0-20 cm,1.203,5.6,17.14,37.4,13.5,4.6,120.7,23.0,
36462948,0-10 cm,,3.2,20.4,318.3,32.2,13.1,327.8,7.0,0.0249999985098839
35582196,0-20 cm,,7.1,18.18,72.3,< LOD,4.6,253.5,26.0,0.0
35942470,0-10 cm,,7.0,34.22,56.5,22,4.7,225.7,34.0,0.141480445861816
36382808,,1.4,,,,,,,26.0,0.227477490901947
36302530,0-10 cm,,5.0,7.58,18.1,37.1,1.8,260.6,16.0,0.0249999985098839
36382586,0-10 cm,,4.7,15.99,49.2,18.6,4.8,139.5,23.0,1.2814308547604e-06
36382568,0-20 cm,,4.5,13.95,74,49.7,6.6,304,22.0,0.0569464638829231
36722782,0-20 cm,,6.4,22.44,13.7,24.7,1.5,259.1,22.0,0.299999982118607
36942938,0-10 cm,,6.5,18.06,30.1,41.6,2.7,177.2,7.0,0.0749999955296516
36402440,0-10 cm,,5.8,13.9,64.1,< LOD,3.9,212.8,24.0,2.8531299989254e-08
36602546,0-10 cm,,5.2,6.48,48.5,15.8,4.3,75.1,28.0,0.0684461295604706
36542470,0-10 cm,,6.0,13.35,36.8,22.9,3.5,52.6,28.0,0.100002057850361
36482412,,,,,,,,,21.0,1.34859203626547e-06
36922798,0-10 cm,,6.0,12.69,12.7,49.2,1.5,253.9,33.0,0.309009790420532
37042900,0-20 cm,1.347,6.1,8.84,11.3,38.2,1.3,165.4,23.0,
36982782,0-20 cm,,5.7,12.0,10.8,56,1.3,231.3,22.0,0.299999982118607
36702474,0-10 cm,,6.8,15.72,20.9,144.7,2,131.4,52.0,0.193615019321442
36662416,0-10 cm,,7.1,18.47,53.5,< LOD,4.1,286.3,38.0,0.566781520843506
36702442,0-10 cm,,6.6,29.61,87.5,65,8.9,607.8,15.0,2.49641425398295e-06
36562298,0-10 cm,,7.2,17.65,9.2,14.4,1.1,183,31.0,3.41457939147949
37282916,0-10 cm,,6.4,10.12,10.6,57.8,1.2,234.9,16.0,2.56010389328003
37022674,0-10 cm,,6.1,7.33,8.8,23.1,1,98.6,30.0,1.35634708404541
36602258,0-20 cm,,6.9,21.54,27,11.7,3.4,131.3,29.0,0.275137186050415
37503086,0-20 cm,,6.3,11.09,14.2,74.5,1.6,159.3,9.0,0.614515900611877
36862396,0-10 cm,,6.4,26.0,51.2,< LOD,5.1,515.7,39.0,3.42745637893677
36822342,0-20 cm,,5.6,16.38,50.2,13.5,3.3,319.5,17.0,1.97935473918915
37042554,0-10 cm,,4.9,5.99,18.6,< LOD,1.8,88.6,16.0,0.0250000506639481
36842308,0-20 cm,,6.3,21.52,34.9,29,3.6,394.6,40.0,3.62930631637573
37002426,0-20 cm,,4.8,9.1,11.8,28.2,1.6,43.8,17.0,1.3704354763031
